,Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
933,933,Lund_02004,Building,Architecture,Grass,Lawn,Church,Tree,Place of worship,Estate,Plant,Campus,,,,"Building,Architecture,Grass,Lawn,Church,Tree,Place of worship,Estate,Plant,Campus"
934,934,Lund_01252,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky"
935,935,Lund_01552,Tree,Grass,Botany,Architecture,Sky,Garden,Botanical garden,Mountain,Building,House,Lundagard ¢,o LYol, Jul 2017,"Tree,Grass,Botany,Architecture,Sky,Garden,Botanical garden,Mountain,Building,House"
936,936,Lund_00337,Landmark,Estate,Mansion,Building,Architecture,Official residence,Stately home,Palace,Classical architecture,Presidential palace,Lundagérd,R ROSA TRULLOLS, Jun 2013,"Landmark,Estate,Mansion,Building,Architecture,Official residence,Stately home,Palace,Classical architecture,Presidential palace"
937,937,Lund_00528,Estate,Building,Property,Mansion,Palace,House,Château,Stately home,Architecture,Manor house,Lundagérd |,@ Mr.Roman Lak, Jun 2016,"Estate,Building,Property,Mansion,Palace,House,Château,Stately home,Architecture,Manor house"
938,938,Lund_02839,Building,Property,Architecture,Estate,House,Palace,Mansion,Tree,City,Facade,Lund Cathedral,C Carl O. Thygesen, Sep 2017,"Building,Property,Architecture,Estate,House,Palace,Mansion,Tree,City,Facade"
939,939,Lund_00410,Landmark,Architecture,Building,City,Town,Sky,Tower,Facade,Downtown,Classical architecture,Lund Cathedral,{j Pascal BASROGE, Jun 2018,"Landmark,Architecture,Building,City,Town,Sky,Tower,Facade,Downtown,Classical architecture"
940,940,Lund_01118,Estate,Property,Building,Mansion,Architecture,House,Stately home,Palace,Manor house,Official residence,Lundagérd,@ yunus samet hali, Jan 2014,"Estate,Property,Building,Mansion,Architecture,House,Stately home,Palace,Manor house,Official residence"
941,941,Lund_02739,Sky,Sport venue,Basketball court,Net,Cloud,Goal,Grass,Land lot,Tree,Architecture,LIS T g,g Mats Lund, Jul 2016,"Sky,Sport venue,Basketball court,Net,Cloud,Goal,Grass,Land lot,Tree,Architecture"
942,942,Lund_02395,Sport venue,First-class cricket,Team sport,Soccer,Player,Grass,Sports,Team,Ball game,Soccer-specific stadium,Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017,"Sport venue,First-class cricket,Team sport,Soccer,Player,Grass,Sports,Team,Ball game,Soccer-specific stadium"
943,943,Lund_02447,Transport,Public space,Building,Architecture,Bus stop,City,Facade,Shade,Glass,Kiosk,Linero pub & pizzeri,LR R EFA ¢, Apr 2018,"Transport,Public space,Building,Architecture,Bus stop,City,Facade,Shade,Glass,Kiosk"
944,944,Lund_01843,Garden,Botanical garden,Botany,Park,Estate,Grass,Tree,Sky,Lawn,Building,Stadsparken,Jonathan Ohrling, May 2017,"Garden,Botanical garden,Botany,Park,Estate,Grass,Tree,Sky,Lawn,Building"
945,945,Lund_01921,Garden,Botanical garden,Tree,Natural landscape,Sky,Botany,Shrub,Grass,Park,Hedge,Stadsparken 2,@’ Ani Vera, Jul 2016,"Garden,Botanical garden,Tree,Natural landscape,Sky,Botany,Shrub,Grass,Park,Hedge"
946,946,Lund_02584,Landmark,Building,City,Town,Architecture,Street,Urban area,Human settlement,Neighbourhood,Sky,Lundagérd,R Ryan Lannigan, Oct 2018,"Landmark,Building,City,Town,Architecture,Street,Urban area,Human settlement,Neighbourhood,Sky"
947,947,Lund_01078,Residential area,Sky,Daytime,Architecture,Urban area,Property,Tree,Metropolitan area,Condominium,Neighbourhood,Bjeredsparken ¢,@ NI R, Apr 2018,"Residential area,Sky,Daytime,Architecture,Urban area,Property,Tree,Metropolitan area,Condominium,Neighbourhood"
948,948,Lund_02303,Grass,Lawn,Grassland,Natural environment,Land lot,Tree,Pasture,Grass family,Sky,Architecture,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016,"Grass,Lawn,Grassland,Natural environment,Land lot,Tree,Pasture,Grass family,Sky,Architecture"
949,949,Lund_00368,Building,Architecture,City,Landmark,Town,Human settlement,Sky,Public space,Urban area,Tree,[T T o1 T T T,&: Sayel Cortes, Sep 2018,"Building,Architecture,City,Landmark,Town,Human settlement,Sky,Public space,Urban area,Tree"
950,950,Lund_00756,Town,Architecture,Building,Landmark,City,Sky,Human settlement,Street,Public space,Neighbourhood,Kulturkrogen,"{:’, Pascal BASROGE", Jun 2018,"Town,Architecture,Building,Landmark,City,Sky,Human settlement,Street,Public space,Neighbourhood"
951,951,Lund_00637,Building,Landmark,Architecture,Property,Classical architecture,Mansion,Palace,Estate,House,Facade,Lundagérd ¢,. Liv, Jan 2017,"Building,Landmark,Architecture,Property,Classical architecture,Mansion,Palace,Estate,House,Facade"
952,952,Lund_02128,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015,"Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood"
953,953,Lund_02152,Town,Landmark,Building,Architecture,Street,City,Infrastructure,House,Road,Facade,Lund Cathedral,M. Rasmussen, Feb 2018,"Town,Landmark,Building,Architecture,Street,City,Infrastructure,House,Road,Facade"
954,954,Lund_00791,Landmark,Building,Sky,Architecture,Estate,Mansion,Palace,Stately home,Tree,House,Lundagérd {,@ Marcus Reiner, May 2015,"Landmark,Building,Sky,Architecture,Estate,Mansion,Palace,Stately home,Tree,House"
955,955,Lund_01124,Building,Town,Landmark,Architecture,Sky,Church,Wall,Urban area,Tree,City,,, Jun 2017,"Building,Town,Landmark,Architecture,Sky,Church,Wall,Urban area,Tree,City"
956,956,Lund_02595,Property,Building,Real estate,Home,House,Architecture,Facade,Window,Siding,Roof,Lilla Coop H,O CRDTPI[),,"Property,Building,Real estate,Home,House,Architecture,Facade,Window,Siding,Roof"
957,957,Lund_01328,Building,Estate,Property,Landmark,Mansion,Palace,Architecture,Official residence,Stately home,House,Lundagérd 8,qﬁi Maxime LMA, Aug 2018,"Building,Estate,Property,Landmark,Mansion,Palace,Architecture,Official residence,Stately home,House"
958,958,Lund_00438,Landmark,Building,Estate,Water,Reflecting pool,Architecture,Mansion,Reflection,Palace,Château,Lundagérd,3 .> Ole Dahlmann-H:, Sep 2016,"Landmark,Building,Estate,Water,Reflecting pool,Architecture,Mansion,Reflection,Palace,Château"
959,959,Lund_02504,Property,Building,Facade,House,,,,,,,Linero-Ostra Torn Va,e Travel to, Jul 2017,
960,960,Lund_00406,Building,Estate,Landmark,Property,Architecture,Mansion,House,Château,Stately home,Manor house,Lundagérd 9,(o) JoL RV, Aug 2018,"Building,Estate,Landmark,Property,Architecture,Mansion,House,Château,Stately home,Manor house"
961,961,Lund_02897,Building,Property,Architecture,Town,Estate,House,Facade,Almshouse,Manor house,Home,. Martin Pehrsso,. Martin Pehrsso,Photo,"Building,Property,Architecture,Town,Estate,House,Facade,Almshouse,Manor house,Home"
962,962,Lund_02755,Tree,Leaf,Sky,Autumn,Woody plant,Yellow,Daytime,Plant,Botany,Grass,Lundagérd ¢,& Obbie Hadrian, Oct 2018,"Tree,Leaf,Sky,Autumn,Woody plant,Yellow,Daytime,Plant,Botany,Grass"
963,963,Lund_01991,Fountain,Water,Water feature,Reflecting pool,Botany,Tree,Garden,Architecture,Botanical garden,Pond,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016,"Fountain,Water,Water feature,Reflecting pool,Botany,Tree,Garden,Architecture,Botanical garden,Pond"
964,964,Lund_02123,Town,Neighbourhood,Building,Landmark,City,Human settlement,Architecture,Residential area,Property,Plaza,Bantorget,Wai Hung Neko%, Feb 2017,"Town,Neighbourhood,Building,Landmark,City,Human settlement,Architecture,Residential area,Property,Plaza"
965,965,Lund_01654,Sky,Property,House,Architecture,Tree,Building,Cloud,Home,Botany,Estate,Lundagérd,Marco Piccinini, Jun 2018,"Sky,Property,House,Architecture,Tree,Building,Cloud,Home,Botany,Estate"
966,966,Lund_00141,Sky,Landmark,Building,Architecture,Estate,Mansion,Palace,Stately home,House,Tree,[T 8,a Diana Picus, May 2017,"Sky,Landmark,Building,Architecture,Estate,Mansion,Palace,Stately home,House,Tree"
967,967,Lund_03153,Natural landscape,Natural environment,Grassland,Pasture,Rural area,Highland,Hill,Bank,Landscape,Grass,Stadsodlingen pa Br,Sanja Blomberg, Jun 2017,"Natural landscape,Natural environment,Grassland,Pasture,Rural area,Highland,Hill,Bank,Landscape,Grass"
968,968,Lund_01672,Architecture,Building,Town,Urban area,Facade,Human settlement,City,Metropolitan area,Mixed-use,Neighbourhood,World Trade Center L,Johannes Rydbe!, Jan 2017,"Architecture,Building,Town,Urban area,Facade,Human settlement,City,Metropolitan area,Mixed-use,Neighbourhood"
969,969,Lund_01823,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Sky,Church,Facade,Place of worship,Historic site,[T T o1 T T T I,[T T o1 T T T I, Apr 2018,"Landmark,Architecture,Building,Medieval architecture,Classical architecture,Sky,Church,Facade,Place of worship,Historic site"
970,970,Lund_00755,Landmark,Architecture,Building,Classical architecture,Property,Sky,Facade,Mansion,Estate,House,Lundagérd,s Hermes Spaink,,"Landmark,Architecture,Building,Classical architecture,Property,Sky,Facade,Mansion,Estate,House"
971,971,Lund_01498,Building,Architecture,Landmark,Grass,Estate,Classical architecture,Stately home,Medieval architecture,Mansion,Lawn,Lundagérd |,RS R, Sep 2017,"Building,Architecture,Landmark,Grass,Estate,Classical architecture,Stately home,Medieval architecture,Mansion,Lawn"
972,972,Lund_01637,Property,Cottage,House,Building,Roof,Home,Farmhouse,Rural area,Real estate,Tree,Hylla smedja,ﬁ BN PN R, Jun 2017,"Property,Cottage,House,Building,Roof,Home,Farmhouse,Rural area,Real estate,Tree"
973,973,Lund_02766,Landmark,Architecture,Winter,Building,Freezing,Snow,Sky,Medieval architecture,Tower,Tourism,[T He 1 L T,OZRONK CARPE|, Oct 2018,"Landmark,Architecture,Winter,Building,Freezing,Snow,Sky,Medieval architecture,Tower,Tourism"
974,974,Lund_01740,Observation tower,Tree,Building,Estate,Landscape,Thoroughfare,Park,Château,,,Department of Philo:,J) jLarsen, Aug 2017,
975,975,Lund_01580,Property,Estate,Building,Mansion,Architecture,Stately home,Tree,Grass,House,Château,Lundagérd ¢,@ Ludovic Barth, Jul 2015,"Property,Estate,Building,Mansion,Architecture,Stately home,Tree,Grass,House,Château"
976,976,Lund_00276,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,Natural landscape,Human settlement,City,Sankt Hans Hill,g b Per Pixel Peterss, Jul 2015,"Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,Natural landscape,Human settlement,City"
977,977,Lund_02666,Sky,Cloud,Tree,Transport,Public space,Line,Grass,Road,Sport venue,Road surface,Linero IP 8,o Travel to, Jul 2017 I,"Sky,Cloud,Tree,Transport,Public space,Line,Grass,Road,Sport venue,Road surface"
978,978,Lund_01219,Building,Palace,Property,Classical architecture,Architecture,Estate,Mansion,Stately home,Official residence,Facade,Bangatan :,Sosoanjel Nan, Sep 2017,"Building,Palace,Property,Classical architecture,Architecture,Estate,Mansion,Stately home,Official residence,Facade"
979,979,Lund_02826,Estate,Building,Property,Town,House,Architecture,Residential area,Mansion,Tree,Home,Kulturen |,Kulturen |, Aug 2016,"Estate,Building,Property,Town,House,Architecture,Residential area,Mansion,Tree,Home"
980,980,Lund_01997,Race track,Road,Land lot,Thoroughfare,Infrastructure,Plain,Freeway,Sport venue,Bird's-eye view,Asphalt,Park Inn by Radissor,Leo Overby,,"Race track,Road,Land lot,Thoroughfare,Infrastructure,Plain,Freeway,Sport venue,Bird's-eye view,Asphalt"
981,981,Lund_00572,Building,Landmark,Estate,Mansion,Property,Architecture,Palace,House,Official residence,Château,[T TV HTET 0 T,A Anna Gester, Jun 2018,"Building,Landmark,Estate,Mansion,Property,Architecture,Palace,House,Official residence,Château"
982,982,Lund_00542,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016,"Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture"
983,983,Lund_02150,Medieval architecture,Architecture,Landmark,Building,Place of worship,Church,Gothic architecture,Cathedral,Steeple,Historic site,ARM (previously Mis,[ELCE ),,"Medieval architecture,Architecture,Landmark,Building,Place of worship,Church,Gothic architecture,Cathedral,Steeple,Historic site"
984,984,Lund_02392,Residential area,Architecture,Property,House,Sky,Building,Home,Real estate,Neighbourhood,Cloud,Klostergérdens IP,M  Minghua Zhang, Jul 2017,"Residential area,Architecture,Property,House,Sky,Building,Home,Real estate,Neighbourhood,Cloud"
985,985,Lund_02782,Natural landscape,Sky,Grassland,Nature,Natural environment,Cloud,Prairie,Grass,Plain,Field,. LEChT e En],. LEChT e En], Jul 2016,"Natural landscape,Sky,Grassland,Nature,Natural environment,Cloud,Prairie,Grass,Plain,Field"
986,986,Lund_01159,Landmark,Architecture,Building,Town,Tree,Sky,City,Facade,Estate,Château,University Library,g L LT,,"Landmark,Architecture,Building,Town,Tree,Sky,City,Facade,Estate,Château"
987,987,Lund_02931,Sky,Landmark,Estate,Building,Mansion,Château,Atmospheric phenomenon,Morning,House,Palace,Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018,"Sky,Landmark,Estate,Building,Mansion,Château,Atmospheric phenomenon,Morning,House,Palace"
988,988,Lund_00311,Landmark,Sky,Building,Architecture,Property,House,Palace,Mansion,Estate,Tree,Lundagérd,T Terese Larsson E, Jul 2018,"Landmark,Sky,Building,Architecture,Property,House,Palace,Mansion,Estate,Tree"
989,989,Lund_02325,Property,Building,Town,Real estate,Architecture,Facade,House,Commercial building,Mixed-use,Home,Lilla Coop s,Igor Nord, Jul 2017,"Property,Building,Town,Real estate,Architecture,Facade,House,Commercial building,Mixed-use,Home"
990,990,Lund_02312,Watercourse,Water resources,Bank,Stream,Riparian zone,Water,Waterway,Ditch,Creek,Arroyo,Rinnebick Gorge,2 1T T, Oct 2013,"Watercourse,Water resources,Bank,Stream,Riparian zone,Water,Waterway,Ditch,Creek,Arroyo"
991,991,Lund_01765,Landmark,Building,Medieval architecture,Architecture,Historic site,Tower,Observation tower,Turret,Estate,Facade,Lund Cathedral,Hans Wilhelm He, Jun 2016,"Landmark,Building,Medieval architecture,Architecture,Historic site,Tower,Observation tower,Turret,Estate,Facade"
992,992,Lund_02738,Building,Facade,Street,Door,,,,,,,Bankomat,@ Dorota Gebusia, Jul 2017,
993,993,Lund_03194,Building,Property,Estate,Mansion,Palace,Architecture,Stately home,House,Manor house,Sky,Lundagérd,Pattara Kiatisevi, Sep 2018,"Building,Property,Estate,Mansion,Palace,Architecture,Stately home,House,Manor house,Sky"
994,994,Lund_02606,Property,Building,House,Architecture,Brick,Home,Residential area,Town,Neighbourhood,Facade,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018,"Property,Building,House,Architecture,Brick,Home,Residential area,Town,Neighbourhood,Facade"
995,995,Lund_02285,Vehicle,Car,Transport,Building,Car dealership,Parking lot,Retail,Real estate,Parking,City,Christian Ekstran,Christian Ekstran, Sep 2016,"Vehicle,Car,Transport,Building,Car dealership,Parking lot,Retail,Real estate,Parking,City"
996,996,Lund_01586,Building,Architecture,Medieval architecture,Church,Place of worship,Parish,Facade,Historic site,Sky,Tree,Lundagérd,Oldfich Kamensk, Aug 2018,"Building,Architecture,Medieval architecture,Church,Place of worship,Parish,Facade,Historic site,Sky,Tree"
997,997,Lund_00699,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Facade,Place of worship,Sky,Cathedral,Historic site,[T T o1 T 1T,:‘:_ King Lee, Aug 2018,"Landmark,Building,Architecture,Medieval architecture,Classical architecture,Facade,Place of worship,Sky,Cathedral,Historic site"
998,998,Lund_02685,Building,Interior design,Ceiling,Room,Architecture,Floor,Furniture,House,Beam,Flooring,0spAB Plant Departr,D Day Time, Sep 2018,"Building,Interior design,Ceiling,Room,Architecture,Floor,Furniture,House,Beam,Flooring"
999,999,Lund_01880,Medieval architecture,Building,Landmark,Architecture,Historic site,Place of worship,Facade,Church,Cathedral,Temple,[T L He 1 BT,. EECIen, Sep 2017,"Medieval architecture,Building,Landmark,Architecture,Historic site,Place of worship,Facade,Church,Cathedral,Temple"
1000,1000,Lund_01849,Landmark,Building,Architecture,Town,Facade,Steeple,City,Church,Tower,Spire,[T L He 1 BT,qﬁi Maxime LMA, Aug 2018,"Landmark,Building,Architecture,Town,Facade,Steeple,City,Church,Tower,Spire"
1001,1001,Lund_01857,Property,Building,House,Architecture,Town,Estate,Real estate,Manor house,Home,Almshouse,Kulturen,Hassanain Goval, Sep 2016,"Property,Building,House,Architecture,Town,Estate,Real estate,Manor house,Home,Almshouse"
1002,1002,Lund_02238,Tree,Land lot,Grass,Rural area,Meadow,Church,Plant,Spire,Pole,Building,Shaon Mazi,Shaon Mazi, Apr 2017,"Tree,Land lot,Grass,Rural area,Meadow,Church,Plant,Spire,Pole,Building"
1003,1003,Lund_01089,Water,Architecture,Sky,Botany,Tree,Photography,Botanical garden,Building,Fountain,Garden,Lundagérd 9,L 1T T, Sep 2013,"Water,Architecture,Sky,Botany,Tree,Photography,Botanical garden,Building,Fountain,Garden"
1004,1004,Lund_00969,Sky,Cloud,Building,Landmark,Architecture,Town,Human settlement,Estate,Château,House,Bantorget 8,g% PO, Jul 2018,"Sky,Cloud,Building,Landmark,Architecture,Town,Human settlement,Estate,Château,House"
1005,1005,Lund_00929,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015,"Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home"
1006,1006,Lund_02509,Land lot,Grass,Tree,Park,Soil,Recreation,Landscape,State park,Asphalt,Road,Per Johan's Park pla,@ Johan Linse, Dec 2017,"Land lot,Grass,Tree,Park,Soil,Recreation,Landscape,State park,Asphalt,Road"
